season,voting_method,week,eliminated,n_survivors,is_consistent,acceptance_rate,method,fan_votes_mean,survivor_names
2,rank,5,Tia Carrere,6,True,0.7947052631578947,mcmc_smooth,"[0.1197402166324886, 0.22288775975902622, 0.057554922026203735, 0.02342310260388541, 0.266861759119912, 0.30953223985848405]","['Tia Carrere', 'George Hamilton', 'Lisa Rinna', 'Stacy Keibler', 'Jerry Rice', 'Drew Lachey']"
2,rank,6,George Hamilton,5,True,0.8084947368421053,mcmc_smooth,"[0.2553059117964357, 0.07974765985247873, 0.004001123809565653, 0.2978593706989604, 0.3630859338425595]","['George Hamilton', 'Lisa Rinna', 'Stacy Keibler', 'Jerry Rice', 'Drew Lachey']"
2,rank,7,Lisa Rinna,4,True,0.8411368421052632,mcmc_smooth,"[0.11380015315415402, 0.005664838949060553, 0.40228827915466037, 0.4782467287421251]","['Lisa Rinna', 'Stacy Keibler', 'Jerry Rice', 'Drew Lachey']"
2,rank,8,"Finale: Drew Lachey, Jerry Rice, Stacy Keibler",3,True,0.7348210526315789,mcmc_finale,"[0.01437685760018757, 0.44972791291697783, 0.5358952294828345]","['Stacy Keibler', 'Jerry Rice', 'Drew Lachey']"
3,percentage,1,Tucker Carlson,11,True,0.7172526315789474,mcmc_prior,"[0.05559925174315226, 0.02226686367285189, 0.11938449281405353, 0.011807005325684104, 0.11487568627758882, 0.2094519672004416, 0.059723067195607556, 0.031257166340134035, 0.11697041974277957, 0.2583134560561241, 0.00035062363158250336]","['Harry Hamlin', 'Vivica A. Fox', 'Monique Coleman', 'Joey Lawrence', 'Mario Lopez', 'Emmitt Smith', 'Shanna Moakler', 'Willa Ford', 'Sara Evans', 'Jerry Springer', 'Tucker Carlson']"
3,percentage,2,Shanna Moakler,10,True,0.6965578947368422,mcmc_smooth,"[0.06398835275342843, 0.029026331199138035, 0.14885896238859664, 0.0676522389683389, 0.11660077967880694, 0.23766493475124395, 0.005471101469723422, 0.009526405879227371, 0.07252939470444747, 0.24868149820704885]","['Harry Hamlin', 'Vivica A. Fox', 'Monique Coleman', 'Joey Lawrence', 'Mario Lopez', 'Emmitt Smith', 'Shanna Moakler', 'Willa Ford', 'Sara Evans', 'Jerry Springer']"
3,percentage,3,Harry Hamlin,9,True,0.7226210526315789,mcmc_smooth,"[0.0007330708421211887, 0.06292664870933024, 0.15843041702709934, 0.11138383929864445, 0.15067972486474362, 0.2694581653989624, 0.023991481743316685, 0.0014203047857521526, 0.2209763473300299]","['Harry Hamlin', 'Vivica A. Fox', 'Monique Coleman', 'Joey Lawrence', 'Mario Lopez', 'Emmitt Smith', 'Willa Ford', 'Sara Evans', 'Jerry Springer']"
3,percentage,4,Vivica A. Fox,8,True,0.7300421052631579,mcmc_smooth,"[0.004429193182964782, 0.14869205426554166, 0.09928348668259725, 0.16975848255496462, 0.2675766602981617, 0.009788760405987763, 0.08267345122197209, 0.21779791138781004]","['Vivica A. Fox', 'Monique Coleman', 'Joey Lawrence', 'Mario Lopez', 'Emmitt Smith', 'Willa Ford', 'Sara Evans', 'Jerry Springer']"
3,percentage,5,Willa Ford,7,True,0.7333263157894737,mcmc_smooth,"[0.1476857201505253, 0.08309623651830454, 0.15253868153868239, 0.24156265906397392, 0.02723090080429255, 0.11976221230524124, 0.22812358961898005]","['Monique Coleman', 'Joey Lawrence', 'Mario Lopez', 'Emmitt Smith', 'Willa Ford', 'Sara Evans', 'Jerry Springer']"
3,percentage,6,None (No Elimination),5,True,1.0,smooth_projection (no elim),"[0.17313543702899725, 0.09741566896513797, 0.17882467759990048, 0.28318957651627114, 0.2674346398896931]","['Monique Coleman', 'Joey Lawrence', 'Mario Lopez', 'Emmitt Smith', 'Jerry Springer']"
3,percentage,7,Jerry Springer,5,True,0.8086421052631579,mcmc_smooth,"[0.17288845397141148, 0.16105450330821042, 0.22685030310227386, 0.2405548929675308, 0.19865184665057337]","['Monique Coleman', 'Joey Lawrence', 'Mario Lopez', 'Emmitt Smith', 'Jerry Springer']"
3,percentage,8,Monique Coleman,4,True,0.8248421052631579,mcmc_smooth,"[0.19376451518024246, 0.21711558286873883, 0.30070160319111294, 0.2884182987599059]","['Monique Coleman', 'Joey Lawrence', 'Mario Lopez', 'Emmitt Smith']"
3,percentage,9,None (No Elimination),3,True,1.0,smooth_projection (no elim),"[0.2692954936327037, 0.3729699434630292, 0.35773456290426714]","['Joey Lawrence', 'Mario Lopez', 'Emmitt Smith']"
3,percentage,10,"Finale: Emmitt Smith, Mario Lopez",2,True,0.7684947368421052,mcmc_finale,"[0.4999853178692958, 0.5000146821307042]","['Mario Lopez', 'Emmitt Smith']"
4,percentage,1,None (No Elimination),11,True,1.0,prior_only (no elim),"[0.12482587834266681, 0.07504661187671696, 0.2141993364994529, 0.05262483531058207, 0.08198143231692197, 0.04676841408284998, 0.040246019103449444, 0.03638916675746321, 0.21345933627235142, 0.05045014184533369, 0.0640088275922118]","['John Ratzenberger', 'Ian Ziering', 'Clyde Drexler', 'Laila Ali', 'Apolo Anton Ohno', 'Shandi Finnessey', 'Paulina Porizkova', 'Heather Mills', 'Billy Ray Cyrus', 'Joey Fatone', 'Leeza Gibbons']"
4,percentage,2,Paulina Porizkova,11,True,0.6903157894736842,mcmc_smooth,"[0.15645485484353674, 0.11719930006957537, 0.22838511746752577, 0.03715851532058161, 0.11268941647655784, 0.030225144212463705, 0.0020952135244609238, 0.024042734250857213, 0.15730749036518482, 0.08807595615366783, 0.04636625731558811]","['John Ratzenberger', 'Ian Ziering', 'Clyde Drexler', 'Laila Ali', 'Apolo Anton Ohno', 'Shandi Finnessey', 'Paulina Porizkova', 'Heather Mills', 'Billy Ray Cyrus', 'Joey Fatone', 'Leeza Gibbons']"
4,percentage,3,Shandi Finnessey,10,True,0.6964210526315789,mcmc_smooth,"[0.19205004223386637, 0.10529020662425655, 0.2589216854469072, 0.08551861020641043, 0.05656549949733489, 0.0046940207269258495, 0.023274625831097975, 0.15278052948932846, 0.08174633755926218, 0.039158442384610255]","['John Ratzenberger', 'Ian Ziering', 'Clyde Drexler', 'Laila Ali', 'Apolo Anton Ohno', 'Shandi Finnessey', 'Heather Mills', 'Billy Ray Cyrus', 'Joey Fatone', 'Leeza Gibbons']"
4,percentage,4,Leeza Gibbons,9,True,0.7365263157894737,mcmc_smooth,"[0.23513352882323701, 0.057842906903990375, 0.3113699315142491, 0.09206814017709071, 0.03663784215831503, 0.032349415197453574, 0.1510621799622364, 0.07375935752138116, 0.00977669774204665]","['John Ratzenberger', 'Ian Ziering', 'Clyde Drexler', 'Laila Ali', 'Apolo Anton Ohno', 'Heather Mills', 'Billy Ray Cyrus', 'Joey Fatone', 'Leeza Gibbons']"
4,percentage,5,Clyde Drexler,8,True,0.7608421052631579,mcmc_smooth,"[0.20020857808379208, 0.04517899022829628, 0.09406383851727661, 0.15894177740873866, 0.15162052636343112, 0.11196702082542251, 0.16225521868373943, 0.07576404988930331]","['John Ratzenberger', 'Ian Ziering', 'Clyde Drexler', 'Laila Ali', 'Apolo Anton Ohno', 'Heather Mills', 'Billy Ray Cyrus', 'Joey Fatone']"
4,percentage,6,Heather Mills,7,True,0.7513368421052632,mcmc_smooth,"[0.16743822400218555, 0.0821380985657027, 0.17961179536538124, 0.15357436733337493, 0.06839183735108076, 0.2528598128016705, 0.0959858645806042]","['John Ratzenberger', 'Ian Ziering', 'Laila Ali', 'Apolo Anton Ohno', 'Heather Mills', 'Billy Ray Cyrus', 'Joey Fatone']"
4,percentage,7,John Ratzenberger,6,True,0.7762736842105263,mcmc_smooth,"[0.10755297146471059, 0.07884619969017287, 0.2455588594577779, 0.18724272549012866, 0.2795208646594048, 0.10127837923780518]","['John Ratzenberger', 'Ian Ziering', 'Laila Ali', 'Apolo Anton Ohno', 'Billy Ray Cyrus', 'Joey Fatone']"
4,percentage,8,Billy Ray Cyrus,5,True,0.811221052631579,mcmc_smooth,"[0.14842749495158367, 0.2804153379287573, 0.2213712968927515, 0.17319205917194844, 0.17659381105495903]","['Ian Ziering', 'Laila Ali', 'Apolo Anton Ohno', 'Billy Ray Cyrus', 'Joey Fatone']"
4,percentage,9,Ian Ziering,4,True,0.8275684210526316,mcmc_smooth,"[0.17537001329692825, 0.3335354073209169, 0.2764679142520289, 0.21462666513012596]","['Ian Ziering', 'Laila Ali', 'Apolo Anton Ohno', 'Joey Fatone']"
4,percentage,10,"Finale: Apolo Anton Ohno, Joey Fatone, Laila Ali",3,True,0.6044421052631579,mcmc_finale,"[0.331576210689014, 0.33941263995812065, 0.32901114935286535]","['Laila Ali', 'Apolo Anton Ohno', 'Joey Fatone']"
5,percentage,1,Josie Maran,12,True,0.7074,mcmc_prior,"[0.025561790667456695, 0.12315175268343183, 0.02277063020249532, 0.06174606092849123, 0.03688601684360926, 0.002631974930001541, 0.05962840088528044, 0.09209685733394087, 0.0765483671793882, 0.14445789531289113, 0.20665427713234372, 0.14786597590067]","['Cameron Mathison', 'Jane Seymour', 'Sabrina Bryan', 'Jennie Garth', 'Floyd Mayweather Jr. ', 'Josie Maran', 'Albert Reed', 'Helio Castroneves', 'Mel B', 'Wayne Newton', 'Marie Osmond', 'Mark Cuban']"
5,percentage,2,Albert Reed,11,True,0.6769263157894737,mcmc_smooth,"[0.01606876851592647, 0.14136209295282046, 0.001610515971587194, 0.05838399562335878, 0.02964300733856439, 0.010636577095856026, 0.053465157676439896, 0.10199282765391816, 0.20960262001689162, 0.21572312509931063, 0.16151131205532634]","['Cameron Mathison', 'Jane Seymour', 'Sabrina Bryan', 'Jennie Garth', 'Floyd Mayweather Jr. ', 'Albert Reed', 'Helio Castroneves', 'Mel B', 'Wayne Newton', 'Marie Osmond', 'Mark Cuban']"
5,percentage,3,Wayne Newton,10,True,0.7317368421052631,mcmc_smooth,"[0.014993641636675357, 0.1019436496922799, 0.0348784918388179, 0.0944238313157699, 0.052133806531178155, 0.11184640918044582, 0.12788477377006094, 0.03577947209151987, 0.29948539824954107, 0.12663052569371117]","['Cameron Mathison', 'Jane Seymour', 'Sabrina Bryan', 'Jennie Garth', 'Floyd Mayweather Jr. ', 'Helio Castroneves', 'Mel B', 'Wayne Newton', 'Marie Osmond', 'Mark Cuban']"
5,percentage,4,Floyd Mayweather Jr. ,9,True,0.730221052631579,mcmc_smooth,"[0.0022683614666442206, 0.09190901084529507, 0.01730974494335727, 0.13298635102238532, 0.006561060746597269, 0.18462800118370007, 0.15404567402277458, 0.3144466410299058, 0.09584515473934042]","['Cameron Mathison', 'Jane Seymour', 'Sabrina Bryan', 'Jennie Garth', 'Floyd Mayweather Jr. ', 'Helio Castroneves', 'Mel B', 'Marie Osmond', 'Mark Cuban']"
5,percentage,5,Mark Cuban,8,True,0.7545684210526316,mcmc_smooth,"[0.05592111779174442, 0.13212538634398807, 0.021365544605228805, 0.16104462628569294, 0.1813586329787826, 0.14620866034971403, 0.2661559437461968, 0.03582008789865235]","['Cameron Mathison', 'Jane Seymour', 'Sabrina Bryan', 'Jennie Garth', 'Helio Castroneves', 'Mel B', 'Marie Osmond', 'Mark Cuban']"
5,percentage,6,Sabrina Bryan,7,True,0.7492947368421052,mcmc_smooth,"[0.061729978976021255, 0.09804523145174293, 0.019342901397175205, 0.17301965914722692, 0.16705882467561306, 0.17264489891317164, 0.30815850543904894]","['Cameron Mathison', 'Jane Seymour', 'Sabrina Bryan', 'Jennie Garth', 'Helio Castroneves', 'Mel B', 'Marie Osmond']"
5,percentage,7,Jane Seymour,6,True,0.7797894736842105,mcmc_smooth,"[0.09171168475151809, 0.08692099366848109, 0.18158830701347864, 0.19692746971757488, 0.14677706807689675, 0.2960744767720505]","['Cameron Mathison', 'Jane Seymour', 'Jennie Garth', 'Helio Castroneves', 'Mel B', 'Marie Osmond']"
5,percentage,8,Cameron Mathison,5,True,0.7982315789473684,mcmc_smooth,"[0.12173138281217499, 0.17442309093993452, 0.20117719012607554, 0.17931535913017826, 0.32335297699163673]","['Cameron Mathison', 'Jennie Garth', 'Helio Castroneves', 'Mel B', 'Marie Osmond']"
5,percentage,9,Jennie Garth,4,True,0.8233263157894737,mcmc_smooth,"[0.19777772641847735, 0.22460075164694415, 0.199971136901523, 0.3776503850330554]","['Jennie Garth', 'Helio Castroneves', 'Mel B', 'Marie Osmond']"
5,percentage,10,"Finale: Helio Castroneves, Mel B, Marie Osmond",3,True,0.6334,mcmc_finale,"[0.31611252773524856, 0.3091462460488029, 0.37474122621594846]","['Helio Castroneves', 'Mel B', 'Marie Osmond']"
6,percentage,1,None (No Elimination),12,True,1.0,prior_only (no elim),"[0.11312315808906982, 0.06053772617855084, 0.06391992126689207, 0.06510637989408811, 0.06609936394968254, 0.1624760988469908, 0.08145222342561771, 0.05520187056405193, 0.09552296186958294, 0.06914582225687836, 0.1198741888657799, 0.047540284792815]","['Cristian de la Fuente', 'Steve Guttenberg', 'Priscilla Presley', 'Marlee Matlin', 'Shannon Elizabeth', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi', 'Monica Seles', 'Penn Jillette', 'Adam Carolla', 'Mario']"
6,percentage,2,Monica Seles,12,True,0.7045578947368422,mcmc_smooth,"[0.1060189309923849, 0.06188754845249969, 0.10365018558753956, 0.14924684107791086, 0.09194323820024944, 0.1423583055071403, 0.08788642716381136, 0.028241513669746768, 0.015985370042559705, 0.015577296347074525, 0.1350280921670549, 0.06217625079202783]","['Cristian de la Fuente', 'Steve Guttenberg', 'Priscilla Presley', 'Marlee Matlin', 'Shannon Elizabeth', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi', 'Monica Seles', 'Penn Jillette', 'Adam Carolla', 'Mario']"
6,percentage,2,Penn Jillette,12,True,0.6919684210526316,mcmc_smooth,"[0.1294099479574798, 0.06408149095513879, 0.1275145902720376, 0.14041275561902664, 0.00798638215549359, 0.09132867838749173, 0.09216754309636294, 0.05779900930034592, 0.06276492112895836, 0.011134021994818524, 0.13586834124529767, 0.0795323178875486]","['Cristian de la Fuente', 'Steve Guttenberg', 'Priscilla Presley', 'Marlee Matlin', 'Shannon Elizabeth', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi', 'Monica Seles', 'Penn Jillette', 'Adam Carolla', 'Mario']"
6,percentage,3,Steve Guttenberg,10,True,0.7152105263157895,mcmc_smooth,"[0.18203245147957375, 0.022474219060060908, 0.1867755557390758, 0.20418649669341293, 0.014313154066696344, 0.051226913545545455, 0.12725236123797432, 0.023462771360077336, 0.147061263855094, 0.04121481296248918]","['Cristian de la Fuente', 'Steve Guttenberg', 'Priscilla Presley', 'Marlee Matlin', 'Shannon Elizabeth', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi', 'Adam Carolla', 'Mario']"
6,percentage,4,Adam Carolla,9,True,0.7455894736842106,mcmc_smooth,"[0.20926095645563877, 0.23556314319490443, 0.20102019498783322, 0.08446043936781925, 0.08371156000274084, 0.10185190812548343, 0.03220862712724774, 0.03642631031259502, 0.015496860425737185]","['Cristian de la Fuente', 'Priscilla Presley', 'Marlee Matlin', 'Shannon Elizabeth', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi', 'Adam Carolla', 'Mario']"
6,percentage,5,Priscilla Presley,8,True,0.7552842105263158,mcmc_smooth,"[0.19481734454710192, 0.07433639581399965, 0.25265816161464744, 0.06826987409859181, 0.08394343505565868, 0.08015577849416294, 0.12153881291250786, 0.12428019746332976]","['Cristian de la Fuente', 'Priscilla Presley', 'Marlee Matlin', 'Shannon Elizabeth', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi', 'Mario']"
6,percentage,6,Marlee Matlin,7,True,0.7749789473684211,mcmc_smooth,"[0.17490297485805179, 0.10028184466822714, 0.14332656571352606, 0.10184579765607936, 0.19455422603885955, 0.12075095905334732, 0.16433763201190885]","['Cristian de la Fuente', 'Marlee Matlin', 'Shannon Elizabeth', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi', 'Mario']"
6,percentage,7,Shannon Elizabeth,6,True,0.7727473684210526,mcmc_smooth,"[0.15616288039890297, 0.13171992015948025, 0.15754500207876632, 0.19522667339398422, 0.13203647851742042, 0.22730904545144576]","['Cristian de la Fuente', 'Shannon Elizabeth', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi', 'Mario']"
6,percentage,8,Mario,5,True,0.7994105263157895,mcmc_smooth,"[0.1811926629947961, 0.22853609596552457, 0.2175932949851883, 0.203777777948253, 0.16890016810623784]","['Cristian de la Fuente', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi', 'Mario']"
6,percentage,9,Marissa Jaret Winokur,4,True,0.826021052631579,mcmc_smooth,"[0.24772446979160828, 0.2524139606658875, 0.2565746114502284, 0.24328695809227585]","['Cristian de la Fuente', 'Marissa Jaret Winokur', 'Jason Taylor', 'Kristi Yamaguchi']"
6,percentage,10,"Finale: Kristi Yamaguchi, Jason Taylor, Cristian de la Fuente",3,True,0.6202947368421052,mcmc_finale,"[0.32794256558839047, 0.34387876543088497, 0.32817866898072456]","['Cristian de la Fuente', 'Jason Taylor', 'Kristi Yamaguchi']"
7,percentage,1,Ted McGinley,13,True,0.6423894736842105,mcmc_prior,"[0.000738453169886579, 0.23472367639549688, 0.07617821147132808, 0.08311889635025767, 0.023494289883839288, 0.06652158655262413, 0.14789048536855917, 0.039834520964607364, 0.0786641200224002, 0.07657393349847673, 0.05780831335760808, 0.0647871200217384, 0.04966639294317721]","['Ted McGinley', 'Cloris Leachman', 'Susan Lucci', 'Cody Linley', 'Misty May-Treanor', 'Maurice Greene', 'Warren Sapp', 'Jeffrey Ross', 'Toni Braxton', 'Lance Bass', 'Kim Kardashian', 'Rocco DiSpirito', 'Brooke Burke']"
7,percentage,1,Jeffrey Ross,13,True,0.6952526315789473,mcmc_smooth,"[0.013159645591207445, 0.26107661908397806, 0.10940688345611971, 0.16270592300944572, 0.0031429165578721785, 0.010207330584335404, 0.16466040728357778, 0.03044905512071739, 0.025970034492734065, 0.06775146115015823, 0.09214824341824751, 0.026607885969048062, 0.03271359428255834]","['Ted McGinley', 'Cloris Leachman', 'Susan Lucci', 'Cody Linley', 'Misty May-Treanor', 'Maurice Greene', 'Warren Sapp', 'Jeffrey Ross', 'Toni Braxton', 'Lance Bass', 'Kim Kardashian', 'Rocco DiSpirito', 'Brooke Burke']"
7,percentage,2,Kim Kardashian,11,True,0.699,mcmc_smooth,"[0.2375533380237984, 0.1758367916481785, 0.21002384880703479, 0.00392448096768399, 0.03363050052868241, 0.218173697524975, 0.007958104954459262, 0.040758251115463835, 0.0006197964109214166, 0.008435863792816462, 0.06308532622598594]","['Cloris Leachman', 'Susan Lucci', 'Cody Linley', 'Misty May-Treanor', 'Maurice Greene', 'Warren Sapp', 'Toni Braxton', 'Lance Bass', 'Kim Kardashian', 'Rocco DiSpirito', 'Brooke Burke']"
7,percentage,3,None (No Elimination),9,True,1.0,smooth_projection (no elim),"[0.2386377742630628, 0.17663949048897595, 0.21098261231947726, 0.033784024507007855, 0.21916966527696966, 0.007994433879492597, 0.04094431343277894, 0.008474373697507896, 0.06337331213472708]","['Cloris Leachman', 'Susan Lucci', 'Cody Linley', 'Maurice Greene', 'Warren Sapp', 'Toni Braxton', 'Lance Bass', 'Rocco DiSpirito', 'Brooke Burke']"
7,percentage,4,Rocco DiSpirito,9,True,0.7420631578947369,mcmc_smooth,"[0.20426839967845276, 0.13390646512905025, 0.280952220115663, 0.0052182159201500464, 0.24857933294957477, 0.023443042152800117, 0.04526960193924755, 0.0001836405461736044, 0.058179081568887805]","['Cloris Leachman', 'Susan Lucci', 'Cody Linley', 'Maurice Greene', 'Warren Sapp', 'Toni Braxton', 'Lance Bass', 'Rocco DiSpirito', 'Brooke Burke']"
7,percentage,5,Toni Braxton,8,True,0.7419684210526316,mcmc_smooth,"[0.21172059611882657, 0.15361914876680133, 0.2888664687225236, 0.0005353035769092329, 0.259816143428692, 0.01237255691330077, 0.052227407346679265, 0.02084237512626724]","['Cloris Leachman', 'Susan Lucci', 'Cody Linley', 'Maurice Greene', 'Warren Sapp', 'Toni Braxton', 'Lance Bass', 'Brooke Burke']"
7,percentage,6,Cloris Leachman,7,True,0.7756526315789474,mcmc_smooth,"[0.08131201826077794, 0.12691103384455193, 0.2841215338237709, 0.08819582263636816, 0.2877510938343724, 0.09483926679555109, 0.03686923080460765]","['Cloris Leachman', 'Susan Lucci', 'Cody Linley', 'Maurice Greene', 'Warren Sapp', 'Lance Bass', 'Brooke Burke']"
7,percentage,7,Susan Lucci,6,True,0.7620631578947369,mcmc_smooth,"[0.06793763922628371, 0.32514183937416175, 0.08259072437483198, 0.3011504725018169, 0.15924382143154597, 0.06393550309135977]","['Susan Lucci', 'Cody Linley', 'Maurice Greene', 'Warren Sapp', 'Lance Bass', 'Brooke Burke']"
7,percentage,8,Maurice Greene,5,True,0.8059578947368421,mcmc_smooth,"[0.31745531298652974, 0.06553401962104483, 0.3518934661354608, 0.19178443849203575, 0.07333276276492882]","['Cody Linley', 'Maurice Greene', 'Warren Sapp', 'Lance Bass', 'Brooke Burke']"
7,percentage,9,Cody Linley,4,True,0.8246947368421053,mcmc_smooth,"[0.21645077354344447, 0.3646258259145621, 0.20973355697344107, 0.20918984356855244]","['Cody Linley', 'Warren Sapp', 'Lance Bass', 'Brooke Burke']"
7,percentage,10,"Finale: Brooke Burke, Warren Sapp, Lance Bass",3,True,0.6082105263157894,mcmc_finale,"[0.37973013597374394, 0.2693595825638761, 0.35091028146238]","['Warren Sapp', 'Lance Bass', 'Brooke Burke']"
8,percentage,1,None (No Elimination),13,True,1.0,prior_only (no elim),"[0.04637333446017241, 0.04480366918600317, 0.04295218127116387, 0.05371482670828686, 0.14452926865241122, 0.04827716504610822, 0.14669523381646615, 0.0309809651609084, 0.05227749357123759, 0.05780764075990701, 0.1842101685673867, 0.04032301399492283, 0.10705503880502548]","['Gilles Marini', 'Denise Richards', 'David Alan Grier', 'Lawrence Taylor', 'Ty Murray', 'Shawn Johnson', 'Steve Wozniak', 'Belinda Carlisle', 'Chuck Wicks', ""Lil' Kim"", 'Steve-O', 'Holly Madison', 'Melissa Rycroft']"
8,percentage,2,Belinda Carlisle,13,True,0.664021052631579,mcmc_smooth,"[0.007229639268628027, 0.05358034337481804, 0.12252102150302066, 0.062342910880596666, 0.14831841393713785, 0.03818211136402016, 0.16846859646689016, 0.005397132045560483, 0.028961345566836234, 0.022964356742464734, 0.18874861693388723, 0.024595081935892545, 0.12869042998024724]","['Gilles Marini', 'Denise Richards', 'David Alan Grier', 'Lawrence Taylor', 'Ty Murray', 'Shawn Johnson', 'Steve Wozniak', 'Belinda Carlisle', 'Chuck Wicks', ""Lil' Kim"", 'Steve-O', 'Holly Madison', 'Melissa Rycroft']"
8,percentage,3,Denise Richards,12,True,0.6760421052631579,mcmc_smooth,"[0.0027316051582539753, 0.03143126609386869, 0.07538665710659118, 0.06954251105349898, 0.2105715515352705, 0.026415476319646813, 0.10743499960421814, 0.0502189453524784, 0.03671757853383408, 0.18164431768379866, 0.11181233793174195, 0.09609275362679863]","['Gilles Marini', 'Denise Richards', 'David Alan Grier', 'Lawrence Taylor', 'Ty Murray', 'Shawn Johnson', 'Steve Wozniak', 'Chuck Wicks', ""Lil' Kim"", 'Steve-O', 'Holly Madison', 'Melissa Rycroft']"
8,percentage,4,Steve Wozniak,11,True,0.7170105263157894,mcmc_smooth,"[0.0021782786025708657, 0.10290568626486538, 0.12382667628854231, 0.24186842407859402, 0.10209969942823995, 0.016197062068335048, 0.009376578966755063, 0.020599139866484168, 0.1890636140988994, 0.13454612544856784, 0.05733871488814602]","['Gilles Marini', 'David Alan Grier', 'Lawrence Taylor', 'Ty Murray', 'Shawn Johnson', 'Steve Wozniak', 'Chuck Wicks', ""Lil' Kim"", 'Steve-O', 'Holly Madison', 'Melissa Rycroft']"
8,percentage,4,Holly Madison,11,True,0.6906736842105263,mcmc_smooth,"[0.01240337686804846, 0.10759720587628631, 0.20378865960899423, 0.19959255098935133, 0.1121658215968915, 0.033983627248596576, 0.0001910282836760034, 0.025611563628684903, 0.20341551813601375, 0.010780059241440728, 0.09047058852201616]","['Gilles Marini', 'David Alan Grier', 'Lawrence Taylor', 'Ty Murray', 'Shawn Johnson', 'Steve Wozniak', 'Chuck Wicks', ""Lil' Kim"", 'Steve-O', 'Holly Madison', 'Melissa Rycroft']"
